,GoalSetting,StrategicPlanning,SelfEvaluation,TaskStrategies,Elaboration,HelpSeeking,only lecture,Atry to lecture,explore,only asessment,Lcomplete to Atry,lecture to Acomplete,hrs,prior_exp,crs_str,crs_fin,int_topic,int_assess,edu,age,isfemale,emp_student,emp_job,days_act,num_events,num_ses,Gano
249,4.0,4.0,4.0,4.0,4.0,3.0,37,85,15,21,12,0,6,0,3,0,1,1,3,28,0,0,1,18,399,38,1
250,3.75,3.0,2.33333333333333,2.5,2.66666666666667,2.75,9,89,0,4,5,0,2,1,0,0,1,1,3,42,1,0,1,11,289,18,1
251,3.0,3.0,3.0,2.83333333333333,3.0,2.75,27,89,26,6,0,0,4,0,5,4,1,1,3,42,0,0,1,8,258,28,1
252,3.0,2.75,2.0,3.0,4.0,1.25,0,89,0,0,0,0,4,1,21,14,1,1,4,43,0,0,1,3,219,9,1
253,3.5,3.25,3.33333333333333,3.33333333333333,3.0,2.25,10,89,15,3,0,6,8,1,0,0,1,1,5,57,0,0,0,12,310,20,1
254,4.0,4.0,4.0,4.0,4.0,4.0,26,89,20,9,8,0,4,1,0,6,1,1,5,31,0,0,1,13,403,36,1
255,1.25,1.25,2.66666666666667,1.5,2.33333333333333,0.75,13,90,4,6,0,0,5,1,3,1,1,1,6,53,0,0,1,14,268,24,1
256,2.0,1.75,2.0,2.0,2.0,2.5,26,90,5,11,0,0,3,1,1,0,1,1,5,22,0,1,0,18,374,39,1
257,2.5,2.5,2.33333333333333,2.16666666666667,3.0,3.5,0,90,0,17,0,0,4,0,1,1,1,1,2,19,0,1,0,5,513,9,1
258,2.5,1.75,2.33333333333333,2.16666666666667,2.0,0.25,26,90,18,4,9,0,4,1,2,1,1,1,4,30,0,0,1,18,433,56,1
259,3.5,3.0,3.0,2.33333333333333,2.0,1.0,6,90,10,14,0,0,1,0,20,5,1,1,7,38,0,0,1,12,221,19,1
260,3.5,3.0,3.0,2.5,3.0,1.0,4,90,0,0,0,0,3,1,5,3,1,1,5,31,0,0,0,10,150,17,1
261,1.25,1.75,3.0,2.5,3.33333333333333,3.75,10,90,21,4,0,0,3,1,0,0,1,1,4,22,1,1,0,13,298,24,1
262,2.25,2.25,3.0,2.5,2.66666666666667,2.0,12,90,36,0,0,0,10,1,0,0,1,1,4,19,0,1,0,14,225,24,1
263,3.5,2.0,2.33333333333333,2.5,3.33333333333333,1.5,29,90,24,3,0,0,3,0,0,0,1,1,2,28,0,0,1,19,311,52,1
264,3.0,3.0,3.0,2.66666666666667,3.0,2.5,23,90,19,0,0,0,3,1,0,7,1,1,5,22,0,1,0,19,315,56,1
265,3.25,3.25,2.33333333333333,2.66666666666667,2.33333333333333,1.0,29,90,6,0,0,0,8,0,15,14,1,1,4,49,0,0,1,16,295,19,1
266,2.0,2.25,2.33333333333333,2.66666666666667,2.0,2.75,32,90,0,10,6,0,4,1,8,6,1,1,5,34,0,0,1,14,337,18,1
267,2.75,2.25,2.33333333333333,2.66666666666667,3.0,3.75,41,90,4,3,9,9,7,1,0,0,1,1,4,54,0,0,1,21,376,46,1
268,3.25,3.0,3.66666666666667,2.83333333333333,2.0,2.75,0,90,0,0,0,0,5,1,4,2,1,1,3,19,0,1,0,2,149,3,1
269,2.0,2.0,3.0,2.83333333333333,2.66666666666667,2.75,22,90,17,3,0,0,4,0,0,0,1,1,7,32,0,0,1,16,292,25,1
270,3.0,3.0,3.0,3.0,3.0,2.5,0,90,0,25,0,0,2,0,4,1,1,1,5,24,0,0,1,4,119,4,1
271,3.5,3.75,4.0,3.0,2.66666666666667,2.75,0,90,15,3,0,0,4,1,0,0,1,1,3,20,0,1,0,5,243,11,1
272,3.75,3.25,4.0,3.0,3.0,0.75,3,90,12,3,0,0,6,0,0,0,1,1,2,25,1,0,0,9,211,17,1
273,3.25,3.0,3.33333333333333,3.0,3.0,3.0,9,90,5,0,0,0,6,1,4,4,1,1,5,28,0,0,0,7,253,15,1
274,3.0,3.0,3.0,3.0,3.0,3.5,23,90,12,8,6,8,4,1,2,2,1,1,4,53,0,0,1,17,275,24,1
275,2.0,3.0,4.0,3.0,3.66666666666667,2.75,41,90,18,6,18,0,5,1,0,0,1,1,5,32,0,0,0,20,364,39,1
276,2.0,3.75,4.0,3.16666666666667,4.0,3.25,0,90,0,5,0,0,8,0,2,2,1,1,3,27,0,0,1,3,148,4,1
277,4.0,3.0,3.66666666666667,3.16666666666667,3.0,2.25,5,90,6,10,0,0,5,1,5,5,1,1,4,22,0,0,1,7,203,8,1
278,3.0,3.0,3.66666666666667,3.16666666666667,4.0,2.5,18,90,11,4,4,0,3,1,3,1,1,1,4,31,0,0,1,16,267,24,1
279,3.5,3.0,3.33333333333333,3.16666666666667,4.0,1.75,20,90,15,9,0,0,12,1,6,6,1,1,3,25,0,1,0,13,262,28,1
280,3.25,3.5,3.33333333333333,3.16666666666667,4.0,1.5,27,90,14,10,0,0,7,1,0,0,1,1,3,22,1,1,0,17,293,43,1
281,4.0,3.5,3.33333333333333,3.33333333333333,3.0,2.5,7,90,31,6,5,0,8,1,1,1,1,1,6,30,0,0,1,18,306,29,1
282,2.75,3.25,2.66666666666667,3.33333333333333,4.0,1.75,13,90,6,3,0,0,7,1,1,1,1,1,5,22,0,1,0,8,227,25,1
283,4.0,4.0,4.0,3.33333333333333,3.66666666666667,1.75,15,90,20,0,0,0,6,0,8,5,1,0,4,22,0,1,0,9,197,20,1
284,3.0,3.5,3.33333333333333,3.33333333333333,3.66666666666667,2.0,21,90,14,12,0,0,5,1,2,0,1,1,5,42,0,0,0,22,263,73,1
285,3.75,4.0,3.66666666666667,3.33333333333333,4.0,3.75,30,90,21,13,35,6,3,1,0,0,1,1,3,56,0,0,0,20,518,46,1
286,4.0,3.0,4.0,3.33333333333333,3.0,2.5,60,90,9,12,38,5,6,0,1,1,1,1,5,32,0,0,0,35,588,50,1
287,4.0,3.75,4.0,3.5,3.33333333333333,2.0,3,90,49,0,0,0,5,0,1,1,1,1,5,45,0,0,0,12,397,12,1
288,4.0,4.0,4.0,3.5,4.0,2.75,11,90,34,10,0,0,4,0,3,3,1,1,5,30,0,0,1,11,253,20,1
289,3.5,3.5,4.0,3.5,4.0,2.75,20,90,0,6,0,0,15,0,1,1,1,1,3,21,0,0,1,15,481,50,1
290,1.75,2.75,3.0,3.66666666666667,4.0,3.0,8,90,0,0,0,0,6,1,7,5,1,1,6,37,0,0,0,7,261,10,1
291,2.75,3.0,3.0,3.66666666666667,3.66666666666667,0.5,18,90,13,11,0,0,4,1,8,8,1,1,4,45,0,0,1,19,295,34,1
292,4.0,4.0,3.0,3.66666666666667,4.0,0.25,28,90,12,6,0,0,10,0,0,0,1,1,5,68,0,0,1,20,369,36,1
293,3.75,3.25,4.0,3.83333333333333,4.0,0.75,18,90,40,6,0,0,6,1,1,1,1,1,5,32,0,0,1,12,291,32,1
294,3.25,4.0,4.0,4.0,4.0,2.25,4,90,16,0,0,8,12,1,0,0,1,1,4,25,0,0,1,13,254,21,1
295,4.0,4.0,4.0,4.0,4.0,3.0,5,90,0,20,0,0,7,0,1,1,1,1,4,50,0,0,1,7,195,12,1
296,4.0,4.0,4.0,4.0,4.0,3.5,11,90,0,7,0,0,5,0,4,3,1,1,3,43,0,0,1,10,370,20,1
297,2.25,3.5,4.0,4.0,4.0,1.25,12,90,25,0,6,11,15,1,20,15,1,1,4,29,0,0,0,13,303,24,1
298,4.0,4.0,4.0,4.0,4.0,4.0,13,90,5,0,0,8,4,1,10,8,1,1,5,57,0,0,1,10,367,18,1
299,4.0,3.0,3.66666666666667,4.0,3.66666666666667,3.75,16,90,14,0,0,25,3,0,2,1,1,1,5,50,0,0,1,10,334,16,1
300,4.0,4.0,4.0,4.0,4.0,3.0,20,90,9,3,0,0,12,1,8,8,1,1,6,59,0,0,1,7,269,22,1
301,4.0,4.0,4.0,4.0,4.0,3.5,24,90,20,6,7,0,6,0,3,3,1,1,3,30,0,0,1,13,304,35,1
302,2.75,2.75,3.33333333333333,2.66666666666667,3.0,2.25,29,99,4,18,0,5,7,0,1,0,1,1,2,28,0,0,1,29,377,76,1
303,3.5,3.25,3.66666666666667,3.83333333333333,4.0,2.75,30,99,25,9,13,0,5,1,0,0,1,1,5,28,0,0,1,24,276,45,1
304,4.0,4.0,4.0,4.0,4.0,2.25,32,99,8,16,0,6,6,1,30,30,1,1,4,49,0,0,1,14,387,38,1
305,3.0,4.0,4.0,3.33333333333333,4.0,2.5,54,101,5,6,5,0,4,0,0,0,1,1,4,50,0,0,1,23,667,54,1
306,2.0,2.0,2.33333333333333,2.66666666666667,3.33333333333333,1.75,6,109,0,17,0,0,10,1,0,0,1,1,4,29,0,0,1,17,283,28,1
307,0.75,3.25,3.66666666666667,3.33333333333333,3.33333333333333,1.75,20,109,21,4,0,0,5,0,5,5,1,1,3,41,0,0,1,18,279,39,1
308,4.0,3.5,4.0,4.0,4.0,3.5,7,109,34,6,13,0,1,1,0,0,1,1,3,26,0,0,0,16,305,34,1
309,2.0,3.0,2.33333333333333,2.0,2.66666666666667,2.0,9,110,11,6,0,0,4,1,3,3,1,1,5,21,0,1,0,10,197,21,1
310,3.0,2.25,2.66666666666667,2.0,3.33333333333333,1.75,34,110,34,16,0,0,10,1,0,0,1,1,3,33,0,0,1,21,545,59,1
311,2.25,1.75,3.0,2.33333333333333,2.33333333333333,2.25,12,110,43,0,0,0,10,0,3,2,1,1,5,40,0,0,0,13,209,16,1
312,2.75,2.0,2.66666666666667,2.33333333333333,2.33333333333333,2.5,31,110,5,3,0,8,7,1,0,0,1,1,3,28,0,0,1,10,310,26,1
313,2.75,2.75,3.0,2.83333333333333,3.0,3.0,3,110,28,3,0,0,6,0,1,0,1,1,5,36,0,0,0,13,304,17,1
314,3.5,3.0,2.66666666666667,2.83333333333333,3.0,3.25,14,110,0,16,0,0,4,0,3,3,1,1,5,38,1,0,1,7,358,13,1
315,2.75,3.0,2.66666666666667,2.83333333333333,3.0,3.0,18,110,16,9,0,0,4,1,0,0,1,1,2,24,1,1,0,15,202,32,1
316,3.0,3.5,3.0,3.0,3.33333333333333,2.5,16,110,26,3,0,0,4,0,3,3,1,1,6,36,0,0,1,15,381,28,1
317,2.75,3.0,3.66666666666667,3.16666666666667,3.66666666666667,3.0,16,110,28,7,0,0,4,0,4,4,1,1,5,43,0,0,1,18,184,32,1
318,2.0,2.5,3.33333333333333,3.16666666666667,3.66666666666667,3.5,47,110,18,22,4,0,4,0,10,4,1,0,5,26,0,0,0,25,474,89,1
319,3.0,3.5,3.33333333333333,3.33333333333333,3.0,2.0,25,110,4,7,7,8,3,0,0,0,1,1,3,17,0,0,1,13,369,26,1
320,4.0,4.0,3.66666666666667,3.5,4.0,4.0,51,110,7,20,11,0,6,0,1,1,1,1,2,44,0,0,1,22,797,54,1
321,3.75,3.5,4.0,3.66666666666667,3.66666666666667,3.0,23,110,13,9,0,0,8,1,0,0,1,1,4,37,0,0,0,15,287,40,1
322,4.0,3.5,3.33333333333333,3.66666666666667,3.66666666666667,2.5,29,110,11,15,0,0,5,0,2,1,1,1,5,27,0,1,0,21,237,35,1
323,3.25,3.25,3.0,3.83333333333333,4.0,3.0,21,110,25,18,0,0,6,1,2,2,1,1,4,21,1,1,0,20,380,32,1
324,3.75,3.75,4.0,4.0,4.0,3.0,6,110,25,7,0,0,7,1,10,10,1,1,7,59,0,0,1,14,485,31,1
325,3.75,3.0,3.0,4.0,4.0,2.75,23,110,16,12,4,6,15,1,4,3,1,1,4,45,0,0,1,19,326,46,1
326,4.0,4.0,4.0,4.0,4.0,3.25,36,110,10,0,4,6,10,0,0,0,1,1,4,43,0,0,0,24,467,91,1
327,4.0,4.0,4.0,4.0,4.0,3.5,78,110,0,6,0,0,3,1,2,2,1,1,4,37,0,0,1,17,409,64,1
328,4.0,4.0,4.0,4.0,4.0,3.0,34,111,14,11,7,0,5,1,0,0,1,1,5,33,0,0,1,14,337,30,1
329,4.0,4.0,4.0,2.16666666666667,2.66666666666667,2.25,4,115,4,10,0,0,2,0,5,1,1,1,4,27,0,0,0,7,128,14,1
330,3.25,3.0,2.33333333333333,2.16666666666667,2.0,2.75,14,115,4,3,7,0,3,0,2,2,1,1,4,41,1,0,1,14,392,17,1
331,2.75,3.0,3.0,2.33333333333333,3.0,2.25,13,115,0,6,9,9,2,1,3,1,1,1,5,21,0,1,0,11,411,32,1
332,3.25,3.0,3.0,2.5,2.33333333333333,2.0,21,115,0,3,11,0,7,0,0,0,1,1,4,48,0,0,1,14,473,28,1
333,2.75,3.0,3.33333333333333,2.66666666666667,3.66666666666667,1.75,6,115,4,8,0,0,10,1,11,11,1,1,5,24,0,0,1,7,202,8,1
334,2.0,3.0,3.0,2.66666666666667,2.66666666666667,2.25,14,115,0,13,6,0,10,1,1,0,1,1,5,25,0,0,1,17,280,33,1
335,3.0,1.75,3.33333333333333,2.83333333333333,2.66666666666667,1.25,3,115,0,19,0,0,1,0,5,0,1,1,2,28,0,0,1,11,284,11,1
336,1.5,2.75,2.0,2.83333333333333,3.33333333333333,0.75,3,115,10,10,0,0,5,1,15,7,1,1,3,32,1,0,1,11,127,23,1
337,3.0,3.25,3.33333333333333,2.83333333333333,2.66666666666667,3.0,20,115,5,0,13,0,2,1,4,5,1,1,3,60,0,0,0,17,338,32,1
338,2.75,3.0,3.66666666666667,3.0,3.0,2.5,6,115,4,3,0,0,4,1,2,2,1,1,3,19,0,1,0,10,164,21,1
339,3.75,4.0,4.0,3.16666666666667,3.33333333333333,2.25,6,115,33,0,0,6,1,1,3,2,1,1,3,22,0,1,0,12,231,17,1
340,2.5,3.0,3.0,3.16666666666667,3.33333333333333,2.75,8,115,4,3,5,0,4,0,1,1,0,0,4,36,0,0,0,11,285,22,1
341,2.5,3.0,3.33333333333333,3.33333333333333,3.33333333333333,2.75,42,115,9,6,5,6,5,1,2,0,1,1,6,34,0,0,1,27,306,53,1
342,3.5,3.75,4.0,3.5,4.0,3.25,6,115,0,3,6,0,10,0,10,8,1,1,3,23,0,0,1,14,331,28,1
343,4.0,4.0,4.0,3.5,4.0,2.5,14,115,0,12,14,0,20,0,0,0,1,1,5,36,0,0,1,21,322,49,1
344,4.0,3.75,3.66666666666667,3.66666666666667,3.66666666666667,3.25,6,115,46,6,0,0,12,1,0,0,1,1,2,20,0,1,0,18,270,24,1
345,3.0,3.5,3.66666666666667,3.66666666666667,4.0,3.0,9,115,22,6,4,8,6,0,0,2,1,1,3,44,0,0,0,19,415,38,1
346,3.0,3.25,3.66666666666667,3.66666666666667,3.66666666666667,3.75,26,115,14,6,0,0,4,1,0,0,1,1,5,23,0,0,1,16,234,39,1
347,4.0,4.0,4.0,4.0,4.0,2.25,8,115,10,0,15,0,4,1,0,0,1,1,3,18,0,1,0,11,261,17,1
348,4.0,4.0,4.0,4.0,4.0,4.0,18,115,14,6,5,0,6,1,3,2,1,1,3,37,0,0,1,19,290,44,1
349,2.5,2.25,3.66666666666667,2.5,3.0,3.0,24,117,16,15,9,0,3,1,3,1,1,1,4,24,0,1,0,19,292,45,1
350,4.0,3.5,3.0,3.16666666666667,4.0,3.5,9,117,8,3,0,0,6,1,2,2,1,1,6,44,0,0,1,12,166,31,1
351,4.0,2.25,2.0,3.16666666666667,3.0,3.0,57,117,11,9,13,0,2,1,0,0,1,1,2,23,1,1,0,18,402,56,1
352,3.5,4.0,3.66666666666667,3.5,4.0,1.5,3,117,12,5,0,0,4,1,1,1,1,1,3,16,0,1,0,4,102,7,1
353,3.75,4.0,4.0,3.66666666666667,4.0,2.25,8,117,4,12,0,0,6,1,0,0,1,1,5,25,0,1,0,6,185,9,1
354,4.0,4.0,4.0,4.0,4.0,3.25,6,117,27,14,0,0,4,1,2,0,1,1,5,26,0,0,1,12,209,14,1
355,0.75,2.5,2.33333333333333,2.16666666666667,2.0,1.25,0,120,4,3,0,0,4,1,5,5,0,0,4,56,0,0,1,10,261,11,1
356,2.5,1.75,2.33333333333333,2.16666666666667,2.66666666666667,2.25,23,120,7,9,0,0,7,0,0,0,1,1,5,34,0,0,1,23,376,66,1
357,2.0,1.75,3.0,2.33333333333333,3.33333333333333,2.0,12,120,0,4,0,0,3,1,6,5,1,1,5,48,0,0,1,3,131,10,1
358,3.0,3.0,3.0,2.33333333333333,3.0,2.75,18,120,12,6,5,4,4,1,0,0,1,1,2,38,0,0,1,19,267,35,1
359,2.5,3.0,3.0,2.33333333333333,3.0,2.75,19,120,26,3,0,0,7,1,0,0,1,1,3,39,0,1,0,12,229,30,1
360,1.5,3.0,2.66666666666667,2.5,3.33333333333333,1.5,0,120,5,0,0,0,4,0,5,3,1,1,4,31,0,0,1,4,15,4,0
361,2.25,2.5,3.0,2.5,3.0,1.75,3,120,21,0,0,0,4,1,8,5,1,1,3,52,0,0,1,4,114,8,1
362,2.5,3.0,3.0,2.5,3.0,3.0,7,120,23,4,0,0,8,1,0,0,1,1,3,20,0,1,0,13,210,17,1
363,2.75,2.5,2.33333333333333,2.5,2.33333333333333,1.5,23,120,25,5,7,0,6,1,10,8,1,1,6,38,0,0,1,22,416,37,1
364,3.0,3.25,3.33333333333333,2.5,3.33333333333333,2.0,25,120,10,9,0,0,3,1,2,1,1,1,5,27,0,0,1,19,265,44,1
365,2.25,2.25,2.33333333333333,2.5,2.33333333333333,3.25,27,120,6,9,0,0,8,1,0,0,1,1,3,19,0,1,0,16,334,35,1
366,1.5,3.25,2.66666666666667,2.83333333333333,3.66666666666667,3.25,3,120,6,22,0,0,4,1,0,0,0,0,3,22,0,1,0,9,245,15,1
367,3.0,2.75,2.33333333333333,2.83333333333333,3.0,2.25,6,120,29,6,0,0,6,1,1,0,1,1,4,26,0,0,1,19,301,43,1
368,3.0,2.5,3.0,2.83333333333333,2.66666666666667,2.5,10,120,8,0,0,0,4,1,0,0,1,1,3,21,0,1,0,9,266,21,1
369,3.0,3.0,3.33333333333333,2.83333333333333,3.66666666666667,3.25,19,120,18,10,5,0,2,0,2,1,1,1,3,31,0,0,1,21,386,30,1
370,2.5,3.25,2.66666666666667,2.83333333333333,3.66666666666667,1.0,27,120,18,3,0,0,4,1,12,9,1,0,5,50,0,0,1,15,210,18,1
371,2.75,2.75,2.33333333333333,2.83333333333333,3.33333333333333,3.0,29,120,41,6,5,0,8,1,0,0,1,1,5,28,0,0,0,12,252,30,1
372,3.0,3.0,3.66666666666667,3.0,4.0,2.5,3,120,0,3,0,0,2,1,0,0,0,0,3,31,0,0,0,8,198,14,1
373,0.75,1.25,2.0,3.0,3.66666666666667,3.5,21,120,9,3,0,0,4,1,0,0,0,0,6,53,0,0,1,16,272,37,1
374,3.75,3.25,3.33333333333333,3.0,4.0,2.5,21,120,24,0,0,24,10,1,0,0,1,1,4,44,0,0,1,16,427,37,1
375,3.25,3.5,3.33333333333333,3.0,3.0,3.0,28,120,16,21,0,0,1,1,5,3,1,1,3,34,0,0,1,17,546,29,1
376,2.75,3.75,3.66666666666667,3.16666666666667,4.0,2.75,17,120,20,9,0,0,7,1,0,0,1,1,3,23,0,1,0,19,294,37,1
377,3.0,3.5,2.33333333333333,3.33333333333333,3.33333333333333,1.75,6,120,11,3,0,4,4,1,1,1,1,1,4,25,0,0,0,10,310,21,1
378,3.0,3.0,3.66666666666667,3.33333333333333,3.66666666666667,3.75,23,120,17,9,0,0,4,1,1,1,1,1,3,20,1,1,0,18,203,28,1
379,3.75,3.5,3.66666666666667,3.33333333333333,3.66666666666667,2.0,45,120,13,3,6,0,7,0,3,3,1,1,2,40,0,0,1,18,409,39,1
380,2.75,4.0,3.66666666666667,3.5,4.0,1.5,17,120,16,6,0,0,2,1,0,0,1,1,4,51,0,0,0,13,244,22,1
381,4.0,3.25,4.0,3.66666666666667,4.0,2.75,5,120,6,0,0,0,4,0,0,0,1,1,5,33,0,1,0,6,194,9,1
382,3.25,3.25,4.0,3.66666666666667,4.0,3.75,8,120,43,7,0,0,4,1,0,0,0,1,5,49,0,0,0,14,452,19,1
383,3.75,3.5,3.66666666666667,3.83333333333333,4.0,3.0,0,120,0,19,0,0,3,0,0,0,1,1,5,26,0,0,1,4,132,4,1
384,3.0,3.5,4.0,3.83333333333333,4.0,3.5,13,120,6,6,5,7,9,1,3,0,1,1,4,35,1,0,0,9,243,19,1
385,3.25,3.75,4.0,3.83333333333333,4.0,2.0,28,120,0,9,11,0,6,0,0,0,1,1,3,68,0,0,0,12,248,29,1
386,4.0,4.0,4.0,3.83333333333333,4.0,2.5,41,120,13,12,0,0,5,0,1,0,1,1,5,45,0,0,0,18,260,37,1
387,2.25,2.75,4.0,4.0,4.0,1.75,9,120,4,6,0,10,20,1,0,0,1,1,3,33,0,0,1,11,232,24,1
388,3.5,3.25,4.0,4.0,4.0,2.75,9,120,0,0,0,0,2,1,3,3,1,1,4,50,1,0,1,4,181,4,1
389,4.0,4.0,3.0,4.0,4.0,2.5,9,120,6,3,0,0,1,1,0,0,1,1,3,41,0,0,0,13,227,26,1
390,3.75,3.25,4.0,4.0,4.0,3.5,15,120,43,6,0,0,10,1,0,0,1,1,3,45,0,0,0,14,482,27,1
391,3.0,3.5,4.0,4.0,3.33333333333333,2.75,18,120,10,0,0,0,4,0,0,0,1,1,2,28,0,0,0,8,336,27,1
392,4.0,4.0,4.0,4.0,4.0,3.0,18,120,4,7,0,0,5,1,0,0,1,1,5,34,0,0,1,16,216,40,1
393,3.75,4.0,4.0,4.0,4.0,3.5,35,120,9,6,0,0,3,1,0,0,1,1,3,27,0,0,1,20,471,44,1
394,3.0,3.0,2.0,2.33333333333333,2.0,2.5,33,121,16,14,0,7,2,0,5,5,1,1,6,42,0,0,1,15,463,25,1
395,3.0,2.75,3.0,2.66666666666667,3.0,2.5,17,121,37,18,0,0,8,1,4,4,1,1,5,43,0,0,1,18,370,35,1
396,3.75,4.0,4.0,3.0,3.66666666666667,2.25,52,121,14,9,5,6,5,1,1,1,1,1,3,18,0,1,0,20,634,83,1
397,4.0,4.0,3.33333333333333,3.16666666666667,4.0,1.0,11,121,22,6,0,0,1,1,2,0,1,1,4,16,0,1,0,16,292,28,1
398,3.75,3.75,4.0,3.5,4.0,3.75,8,121,8,9,0,0,2,0,0,0,1,1,3,46,0,0,0,13,337,22,1
399,0.5,2.0,4.0,4.0,4.0,4.0,22,121,23,9,0,0,4,1,3,2,1,1,5,33,0,0,1,17,289,34,1
400,2.5,2.0,2.66666666666667,2.5,2.66666666666667,2.25,20,122,9,3,0,0,4,1,0,0,1,1,6,32,0,0,1,10,237,32,1
401,3.25,4.0,3.33333333333333,2.66666666666667,3.33333333333333,2.0,0,122,0,0,0,0,8,1,0,0,1,1,3,50,0,0,1,12,221,15,1
402,2.5,3.0,3.0,2.83333333333333,3.0,2.5,17,122,5,3,0,0,4,0,3,2,1,1,6,53,0,0,1,11,219,16,1
403,1.5,2.0,3.0,2.83333333333333,3.0,2.5,22,122,4,7,0,5,5,1,7,4,1,1,5,42,0,0,1,16,247,22,1
404,3.25,3.5,3.33333333333333,3.66666666666667,4.0,4.0,16,122,29,8,0,4,8,1,0,0,1,1,5,56,0,0,0,18,383,36,1
405,4.0,3.75,4.0,4.0,4.0,3.0,4,122,17,0,0,0,2,1,1,1,1,1,2,19,0,1,0,10,234,13,1
406,2.75,1.5,2.0,1.83333333333333,3.0,3.0,26,123,23,10,0,0,4,1,0,0,1,1,5,32,0,0,1,20,326,43,1
407,1.75,2.0,1.66666666666667,2.66666666666667,2.33333333333333,1.75,17,123,24,6,5,0,2,0,1,1,1,1,4,20,0,1,0,12,208,36,1
408,3.0,3.25,2.66666666666667,3.0,3.66666666666667,2.5,8,123,10,3,4,0,5,1,0,0,1,1,4,20,0,1,0,12,244,27,1
409,2.5,2.25,3.0,3.33333333333333,4.0,3.0,9,123,10,0,0,0,4,0,0,0,1,1,2,37,0,0,1,11,346,32,1
410,3.5,3.5,4.0,4.0,4.0,1.5,27,123,0,0,6,0,5,1,1,0,1,1,6,43,0,0,1,14,312,43,1
411,4.0,4.0,4.0,4.0,4.0,3.0,58,123,5,12,4,15,4,0,3,1,1,1,3,64,0,0,1,16,971,69,1
412,3.0,2.75,3.33333333333333,2.66666666666667,3.33333333333333,2.5,13,124,4,21,0,0,5,0,1,1,1,0,4,20,1,1,0,18,245,52,1
413,2.75,2.75,3.33333333333333,3.0,3.0,2.0,0,124,0,25,0,0,4,1,4,2,1,1,5,20,0,0,0,12,190,15,1
414,3.0,3.0,3.0,3.0,3.0,2.5,29,124,31,3,0,0,10,0,5,5,1,1,5,32,0,1,0,20,306,63,1
415,2.75,3.5,2.33333333333333,3.16666666666667,3.66666666666667,3.5,36,124,8,0,0,0,7,1,1,1,1,1,5,28,0,1,0,15,308,31,1
416,3.75,4.0,4.0,3.33333333333333,4.0,2.25,12,124,6,6,0,8,4,1,1,1,1,1,4,25,0,0,0,10,236,21,1
417,3.75,3.75,4.0,4.0,4.0,2.25,14,124,8,0,9,0,4,0,1,1,1,1,4,46,0,0,1,22,447,50,1
418,1.75,1.25,3.0,1.66666666666667,2.66666666666667,3.25,18,130,8,0,0,0,3,1,5,3,1,1,3,46,0,0,1,10,282,24,1
419,3.5,3.5,2.33333333333333,2.33333333333333,2.33333333333333,3.0,17,130,9,0,6,10,2,1,4,3,1,1,4,24,0,1,0,22,476,39,1
420,2.5,2.75,3.33333333333333,2.5,2.66666666666667,0.75,0,130,0,0,0,0,6,0,0,0,1,1,3,20,0,1,0,3,10,6,0
421,2.75,2.75,4.0,3.0,2.66666666666667,2.25,35,130,30,3,19,5,6,1,1,1,1,1,3,42,0,0,1,23,325,44,1
422,3.75,3.25,3.0,3.0,3.0,2.75,36,130,10,20,6,16,3,1,1,1,1,1,3,26,0,0,1,29,664,68,1
423,3.25,3.0,4.0,3.33333333333333,3.66666666666667,0.75,14,130,16,6,6,0,2,1,10,5,1,1,6,61,0,0,0,13,283,22,1
424,3.75,3.5,4.0,3.33333333333333,4.0,2.25,23,130,13,9,0,0,8,0,3,3,1,1,3,23,0,0,0,12,268,36,1
425,4.0,3.25,3.66666666666667,3.5,3.33333333333333,3.0,15,130,10,10,0,0,6,0,2,2,1,1,3,23,0,1,0,19,326,33,1
426,2.25,2.75,3.66666666666667,3.5,2.66666666666667,3.0,28,137,4,16,0,0,2,0,0,0,1,0,5,37,1,0,1,17,331,61,1
427,3.5,3.75,3.66666666666667,2.5,4.0,2.75,8,140,0,18,0,0,20,0,3,3,1,1,1,44,0,0,0,6,296,20,1
428,3.25,3.0,2.0,2.5,1.66666666666667,3.75,15,140,21,11,0,0,3,1,0,0,1,1,4,20,1,1,0,15,257,38,1
429,2.5,2.5,2.0,2.66666666666667,3.0,1.5,32,140,13,3,0,0,2,1,4,3,1,0,3,42,0,0,1,19,351,31,1
430,2.75,2.75,3.33333333333333,2.83333333333333,3.33333333333333,2.5,3,140,13,15,0,0,5,1,50,40,1,1,3,53,0,0,0,31,283,73,1
431,3.75,3.25,2.66666666666667,2.83333333333333,3.33333333333333,1.75,7,140,53,0,0,0,8,1,0,0,1,1,2,16,0,1,0,12,324,24,1
432,2.75,2.75,3.33333333333333,2.83333333333333,3.0,1.0,33,140,14,0,0,0,8,0,3,3,1,1,4,50,0,0,1,15,289,24,1
433,2.25,2.5,4.0,2.83333333333333,2.66666666666667,3.0,44,140,10,10,0,0,6,1,1,1,1,1,3,39,0,0,0,20,494,57,1
434,2.75,2.75,3.33333333333333,3.0,3.33333333333333,3.25,0,140,5,8,0,0,6,0,1,1,1,1,2,22,0,1,0,8,302,12,1
435,3.0,3.0,3.0,3.16666666666667,3.0,3.25,13,140,0,5,11,0,5,1,0,0,1,1,6,46,0,0,1,9,288,25,1
436,2.5,3.5,4.0,3.33333333333333,4.0,1.75,26,140,6,14,5,0,5,0,0,0,1,1,5,27,0,1,0,19,529,40,1
